2025-02-20 19:24:05,604 - src.utils.logger - ERROR - Error loading knowledge graph: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<string>, line 1)
2025-02-20 19:24:05,604 - src.utils.logger - ERROR - Error setting up training environment: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<string>, line 1)
2025-02-20 19:24:05,605 - src.utils.logger - ERROR - Training error: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<string>, line 1)
2025-02-20 19:24:56,072 - src.utils.logger - ERROR - Error setting up training environment: Couldn't connect to localhost:7687 (resolved to ('127.0.0.1:7687', '[::1]:7687')):
Failed to establish connection to ResolvedIPv4Address(('127.0.0.1', 7687)) (reason [Errno 111] Connection refused)
2025-02-20 20:16:29,505 - src.utils.logger - INFO - Processing CVE data...
2025-02-20 20:16:29,509 - src.utils.logger - INFO - Processing attack data...
2025-02-20 20:16:29,519 - src.utils.logger - INFO - Creating feature vector...
2025-02-20 20:16:29,524 - src.utils.logger - INFO - Feature vector dimension: 8
2025-02-20 20:16:29,524 - src.utils.logger - INFO - Initializing environment...
2025-02-20 20:16:29,524 - src.utils.logger - INFO - Initializing RL agent...
2025-02-20 20:16:30,283 - src.utils.logger - INFO - Training environment setup completed successfully
2025-02-20 20:16:30,283 - src.utils.logger - INFO - Beginning training loop with 100 episodes...
2025-02-20 20:16:33,109 - src.utils.logger - INFO - Episode 1/100 - Reward: -89.34 - Avg Loss: 0.2487 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:33,109 - src.utils.logger - INFO - Updated target network at episode 1
2025-02-20 20:16:36,047 - src.utils.logger - INFO - Episode 2/100 - Reward: -84.73 - Avg Loss: 0.2924 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:39,628 - src.utils.logger - INFO - Episode 3/100 - Reward: -95.29 - Avg Loss: 0.0958 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:42,825 - src.utils.logger - INFO - Episode 4/100 - Reward: -61.37 - Avg Loss: 0.0827 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:46,318 - src.utils.logger - INFO - Episode 5/100 - Reward: -119.58 - Avg Loss: 0.0693 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:49,385 - src.utils.logger - INFO - Episode 6/100 - Reward: -70.71 - Avg Loss: 0.0489 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:52,344 - src.utils.logger - INFO - Episode 7/100 - Reward: -92.16 - Avg Loss: 0.1608 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:55,332 - src.utils.logger - INFO - Episode 8/100 - Reward: -70.59 - Avg Loss: 0.0497 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:16:58,378 - src.utils.logger - INFO - Episode 9/100 - Reward: -98.70 - Avg Loss: 0.0617 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:01,359 - src.utils.logger - INFO - Episode 10/100 - Reward: -129.27 - Avg Loss: 0.0635 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:01,361 - src.utils.logger - INFO - ==================================================
2025-02-20 20:17:01,361 - src.utils.logger - INFO - Detailed Metrics at Episode 10
2025-02-20 20:17:01,361 - src.utils.logger - INFO - ==================================================
2025-02-20 20:17:01,362 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -91.17, Std: 20.27
2025-02-20 20:17:01,362 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.1174, Std: 0.0831
2025-02-20 20:17:01,362 - src.utils.logger - INFO - Action Distribution: {0: 0.1753, 1: 0.489, 2: 0.2501, 3: 0.0856}
2025-02-20 20:17:01,362 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:17:01,362 - src.utils.logger - INFO - ==================================================
2025-02-20 20:17:04,336 - src.utils.logger - INFO - Episode 11/100 - Reward: -123.55 - Avg Loss: 0.0772 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:04,337 - src.utils.logger - INFO - Updated target network at episode 11
2025-02-20 20:17:07,282 - src.utils.logger - INFO - Episode 12/100 - Reward: -55.36 - Avg Loss: 0.0916 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:10,351 - src.utils.logger - INFO - Episode 13/100 - Reward: -74.00 - Avg Loss: 0.1047 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:13,383 - src.utils.logger - INFO - Episode 14/100 - Reward: -71.45 - Avg Loss: 0.0876 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:16,447 - src.utils.logger - INFO - Episode 15/100 - Reward: -83.05 - Avg Loss: 0.0860 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:19,460 - src.utils.logger - INFO - Episode 16/100 - Reward: -58.57 - Avg Loss: 0.0595 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:22,370 - src.utils.logger - INFO - Episode 17/100 - Reward: -55.61 - Avg Loss: 0.0806 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:25,401 - src.utils.logger - INFO - Episode 18/100 - Reward: -108.43 - Avg Loss: 0.0712 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:28,409 - src.utils.logger - INFO - Episode 19/100 - Reward: -58.24 - Avg Loss: 0.1083 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:31,417 - src.utils.logger - INFO - Episode 20/100 - Reward: -62.75 - Avg Loss: 0.1112 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:31,418 - src.utils.logger - INFO - ==================================================
2025-02-20 20:17:31,420 - src.utils.logger - INFO - Detailed Metrics at Episode 20
2025-02-20 20:17:31,421 - src.utils.logger - INFO - ==================================================
2025-02-20 20:17:31,423 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -75.10, Std: 22.40
2025-02-20 20:17:31,423 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.0878, Std: 0.0159
2025-02-20 20:17:31,423 - src.utils.logger - INFO - Action Distribution: {0: 0.22575, 1: 0.4406, 2: 0.2849, 3: 0.04875}
2025-02-20 20:17:31,423 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:17:31,423 - src.utils.logger - INFO - ==================================================
2025-02-20 20:17:34,486 - src.utils.logger - INFO - Episode 21/100 - Reward: -76.70 - Avg Loss: 0.0650 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:34,486 - src.utils.logger - INFO - Updated target network at episode 21
2025-02-20 20:17:37,633 - src.utils.logger - INFO - Episode 22/100 - Reward: -55.65 - Avg Loss: 0.0909 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:40,670 - src.utils.logger - INFO - Episode 23/100 - Reward: -66.28 - Avg Loss: 0.0745 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:43,950 - src.utils.logger - INFO - Episode 24/100 - Reward: -69.67 - Avg Loss: 0.0777 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:46,946 - src.utils.logger - INFO - Episode 25/100 - Reward: -63.61 - Avg Loss: 0.0513 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:46,951 - src.utils.logger - INFO - Saved model checkpoint to checkpoints/model_episode_25.pth
2025-02-20 20:17:49,930 - src.utils.logger - INFO - Episode 26/100 - Reward: -86.12 - Avg Loss: 0.0763 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:52,954 - src.utils.logger - INFO - Episode 27/100 - Reward: -58.21 - Avg Loss: 0.0478 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:55,945 - src.utils.logger - INFO - Episode 28/100 - Reward: -84.54 - Avg Loss: 0.0633 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:17:59,229 - src.utils.logger - INFO - Episode 29/100 - Reward: -58.53 - Avg Loss: 0.0888 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:02,200 - src.utils.logger - INFO - Episode 30/100 - Reward: -55.07 - Avg Loss: 0.0629 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:02,200 - src.utils.logger - INFO - ==================================================
2025-02-20 20:18:02,200 - src.utils.logger - INFO - Detailed Metrics at Episode 30
2025-02-20 20:18:02,200 - src.utils.logger - INFO - ==================================================
2025-02-20 20:18:02,201 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -67.44, Std: 10.97
2025-02-20 20:18:02,201 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.0698, Std: 0.0137
2025-02-20 20:18:02,201 - src.utils.logger - INFO - Action Distribution: {0: 0.24973333333333333, 1: 0.4894, 2: 0.20986666666666667, 3: 0.051}
2025-02-20 20:18:02,201 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:18:02,201 - src.utils.logger - INFO - ==================================================
2025-02-20 20:18:05,176 - src.utils.logger - INFO - Episode 31/100 - Reward: -71.60 - Avg Loss: 0.0681 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:05,176 - src.utils.logger - INFO - Updated target network at episode 31
2025-02-20 20:18:08,273 - src.utils.logger - INFO - Episode 32/100 - Reward: -81.60 - Avg Loss: 0.1055 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:11,682 - src.utils.logger - INFO - Episode 33/100 - Reward: -76.74 - Avg Loss: 0.0930 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:16,552 - src.utils.logger - INFO - Episode 34/100 - Reward: -83.66 - Avg Loss: 0.1034 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:20,768 - src.utils.logger - INFO - Episode 35/100 - Reward: -93.04 - Avg Loss: 0.0684 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:23,700 - src.utils.logger - INFO - Episode 36/100 - Reward: -69.36 - Avg Loss: 0.1086 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:26,828 - src.utils.logger - INFO - Episode 37/100 - Reward: -130.31 - Avg Loss: 0.0764 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:29,886 - src.utils.logger - INFO - Episode 38/100 - Reward: -63.24 - Avg Loss: 0.0712 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:32,987 - src.utils.logger - INFO - Episode 39/100 - Reward: -888.53 - Avg Loss: 0.0788 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:36,991 - src.utils.logger - INFO - Episode 40/100 - Reward: -75.16 - Avg Loss: 0.0803 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:36,992 - src.utils.logger - INFO - ==================================================
2025-02-20 20:18:36,992 - src.utils.logger - INFO - Detailed Metrics at Episode 40
2025-02-20 20:18:36,992 - src.utils.logger - INFO - ==================================================
2025-02-20 20:18:36,992 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -163.32, Std: 242.39
2025-02-20 20:18:36,992 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.0854, Std: 0.0150
2025-02-20 20:18:36,992 - src.utils.logger - INFO - Action Distribution: {0: 0.237925, 1: 0.457625, 2: 0.258525, 3: 0.045925}
2025-02-20 20:18:36,992 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:18:36,993 - src.utils.logger - INFO - ==================================================
2025-02-20 20:18:41,416 - src.utils.logger - INFO - Episode 41/100 - Reward: -58.32 - Avg Loss: 0.0626 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:41,417 - src.utils.logger - INFO - Updated target network at episode 41
2025-02-20 20:18:44,416 - src.utils.logger - INFO - Episode 42/100 - Reward: -60.85 - Avg Loss: 0.0740 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:47,320 - src.utils.logger - INFO - Episode 43/100 - Reward: 133.64 - Avg Loss: 0.0673 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:51,615 - src.utils.logger - INFO - Episode 44/100 - Reward: -74.87 - Avg Loss: 0.0510 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:54,700 - src.utils.logger - INFO - Episode 45/100 - Reward: 148.99 - Avg Loss: 0.0641 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:18:57,866 - src.utils.logger - INFO - Episode 46/100 - Reward: -56.96 - Avg Loss: 0.0617 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:00,894 - src.utils.logger - INFO - Episode 47/100 - Reward: -71.72 - Avg Loss: 0.0673 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:05,580 - src.utils.logger - INFO - Starting main training process...
2025-02-20 20:19:05,580 - src.utils.logger - INFO - Starting training environment setup...
2025-02-20 20:19:05,580 - src.utils.logger - INFO - Loading data from CSV: attached_assets/export300.csv
2025-02-20 20:19:05,608 - src.utils.logger - INFO - Retrieved 2 threat patterns and 298 attack techniques
2025-02-20 20:19:05,608 - src.utils.logger - INFO - Processing CVE data...
2025-02-20 20:19:05,613 - src.utils.logger - INFO - Processing attack data...
2025-02-20 20:19:05,623 - src.utils.logger - INFO - Creating feature vector...
2025-02-20 20:19:05,628 - src.utils.logger - INFO - Feature vector dimension: 8
2025-02-20 20:19:05,628 - src.utils.logger - INFO - Initializing environment...
2025-02-20 20:19:05,629 - src.utils.logger - INFO - Initializing RL agent...
2025-02-20 20:19:06,391 - src.utils.logger - INFO - Training environment setup completed successfully
2025-02-20 20:19:06,392 - src.utils.logger - INFO - Beginning training loop with 100 episodes...
2025-02-20 20:19:09,832 - src.utils.logger - INFO - Episode 1/100 - Reward: -74.59 - Avg Loss: 0.1418 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:09,832 - src.utils.logger - INFO - Updated target network at episode 1
2025-02-20 20:19:13,005 - src.utils.logger - INFO - Episode 2/100 - Reward: -70.60 - Avg Loss: 0.0454 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:16,025 - src.utils.logger - INFO - Episode 3/100 - Reward: -116.04 - Avg Loss: 0.1340 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:18,972 - src.utils.logger - INFO - Episode 4/100 - Reward: -76.83 - Avg Loss: 0.0469 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:22,010 - src.utils.logger - INFO - Episode 5/100 - Reward: -67.93 - Avg Loss: 0.0816 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:25,068 - src.utils.logger - INFO - Episode 6/100 - Reward: -72.61 - Avg Loss: 0.2286 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:28,062 - src.utils.logger - INFO - Episode 7/100 - Reward: -85.51 - Avg Loss: 0.1176 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:31,073 - src.utils.logger - INFO - Episode 8/100 - Reward: -93.95 - Avg Loss: 0.1204 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:34,166 - src.utils.logger - INFO - Episode 9/100 - Reward: -66.23 - Avg Loss: 0.1032 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:37,103 - src.utils.logger - INFO - Episode 10/100 - Reward: -71.97 - Avg Loss: 0.0811 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:37,104 - src.utils.logger - INFO - ==================================================
2025-02-20 20:19:37,105 - src.utils.logger - INFO - Detailed Metrics at Episode 10
2025-02-20 20:19:37,105 - src.utils.logger - INFO - ==================================================
2025-02-20 20:19:37,105 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -79.63, Std: 14.51
2025-02-20 20:19:37,105 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.1101, Std: 0.0507
2025-02-20 20:19:37,105 - src.utils.logger - INFO - Action Distribution: {0: 0.3817, 1: 0.313, 2: 0.1923, 3: 0.113}
2025-02-20 20:19:37,106 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:19:37,106 - src.utils.logger - INFO - ==================================================
2025-02-20 20:19:40,120 - src.utils.logger - INFO - Episode 11/100 - Reward: 148.45 - Avg Loss: 0.0917 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:40,122 - src.utils.logger - INFO - Updated target network at episode 11
2025-02-20 20:19:43,232 - src.utils.logger - INFO - Episode 12/100 - Reward: -61.01 - Avg Loss: 0.1045 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:46,217 - src.utils.logger - INFO - Episode 13/100 - Reward: -66.16 - Avg Loss: 0.1260 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:49,258 - src.utils.logger - INFO - Episode 14/100 - Reward: -78.45 - Avg Loss: 0.1771 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:52,266 - src.utils.logger - INFO - Episode 15/100 - Reward: -83.43 - Avg Loss: 0.1191 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:55,333 - src.utils.logger - INFO - Episode 16/100 - Reward: -91.64 - Avg Loss: 0.1201 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:19:58,411 - src.utils.logger - INFO - Episode 17/100 - Reward: -64.87 - Avg Loss: 0.1122 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:01,512 - src.utils.logger - INFO - Episode 18/100 - Reward: -73.25 - Avg Loss: 0.1157 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:04,613 - src.utils.logger - INFO - Episode 19/100 - Reward: -92.06 - Avg Loss: 0.1350 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:07,591 - src.utils.logger - INFO - Episode 20/100 - Reward: -63.49 - Avg Loss: 0.1418 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:07,592 - src.utils.logger - INFO - ==================================================
2025-02-20 20:20:07,592 - src.utils.logger - INFO - Detailed Metrics at Episode 20
2025-02-20 20:20:07,593 - src.utils.logger - INFO - ==================================================
2025-02-20 20:20:07,593 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -52.59, Std: 67.88
2025-02-20 20:20:07,593 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.1243, Std: 0.0222
2025-02-20 20:20:07,593 - src.utils.logger - INFO - Action Distribution: {0: 0.38135, 1: 0.3664, 2: 0.1411, 3: 0.11115}
2025-02-20 20:20:07,593 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:20:07,593 - src.utils.logger - INFO - ==================================================
2025-02-20 20:20:10,660 - src.utils.logger - INFO - Episode 21/100 - Reward: 144.31 - Avg Loss: 0.1599 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:10,660 - src.utils.logger - INFO - Updated target network at episode 21
2025-02-20 20:20:13,655 - src.utils.logger - INFO - Episode 22/100 - Reward: -69.89 - Avg Loss: 0.1498 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:16,551 - src.utils.logger - INFO - Episode 23/100 - Reward: -61.87 - Avg Loss: 0.1067 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:19,432 - src.utils.logger - INFO - Episode 24/100 - Reward: -84.07 - Avg Loss: 0.0669 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:22,473 - src.utils.logger - INFO - Episode 25/100 - Reward: -55.14 - Avg Loss: 0.1143 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:22,478 - src.utils.logger - INFO - Saved model checkpoint to checkpoints/model_episode_25.pth
2025-02-20 20:20:25,365 - src.utils.logger - INFO - Episode 26/100 - Reward: -72.24 - Avg Loss: 0.0805 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:28,256 - src.utils.logger - INFO - Episode 27/100 - Reward: -65.66 - Avg Loss: 0.1101 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:31,141 - src.utils.logger - INFO - Episode 28/100 - Reward: -59.85 - Avg Loss: 0.0812 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:34,061 - src.utils.logger - INFO - Episode 29/100 - Reward: -71.71 - Avg Loss: 0.0861 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:36,947 - src.utils.logger - INFO - Episode 30/100 - Reward: -77.09 - Avg Loss: 0.0665 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:36,947 - src.utils.logger - INFO - ==================================================
2025-02-20 20:20:36,947 - src.utils.logger - INFO - Detailed Metrics at Episode 30
2025-02-20 20:20:36,947 - src.utils.logger - INFO - ==================================================
2025-02-20 20:20:36,948 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -47.32, Std: 64.38
2025-02-20 20:20:36,948 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.1022, Std: 0.0308
2025-02-20 20:20:36,948 - src.utils.logger - INFO - Action Distribution: {0: 0.3963333333333333, 1: 0.36533333333333334, 2: 0.14523333333333333, 3: 0.0931}
2025-02-20 20:20:36,948 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:20:36,948 - src.utils.logger - INFO - ==================================================
2025-02-20 20:20:39,943 - src.utils.logger - INFO - Episode 31/100 - Reward: -115.47 - Avg Loss: 0.1156 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:39,944 - src.utils.logger - INFO - Updated target network at episode 31
2025-02-20 20:20:42,716 - src.utils.logger - INFO - Episode 32/100 - Reward: -62.54 - Avg Loss: 0.0804 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:45,822 - src.utils.logger - INFO - Episode 33/100 - Reward: -66.29 - Avg Loss: 0.0983 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:49,213 - src.utils.logger - INFO - Episode 34/100 - Reward: -59.92 - Avg Loss: 0.1086 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:52,762 - src.utils.logger - INFO - Episode 35/100 - Reward: 139.57 - Avg Loss: 0.1251 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:56,451 - src.utils.logger - INFO - Episode 36/100 - Reward: -52.10 - Avg Loss: 0.1324 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:20:59,436 - src.utils.logger - INFO - Episode 37/100 - Reward: -64.19 - Avg Loss: 0.1146 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:02,517 - src.utils.logger - INFO - Episode 38/100 - Reward: -79.91 - Avg Loss: 0.1150 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:05,690 - src.utils.logger - INFO - Episode 39/100 - Reward: -57.44 - Avg Loss: 0.1152 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:08,870 - src.utils.logger - INFO - Episode 40/100 - Reward: 160.05 - Avg Loss: 0.1130 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:08,870 - src.utils.logger - INFO - ==================================================
2025-02-20 20:21:08,870 - src.utils.logger - INFO - Detailed Metrics at Episode 40
2025-02-20 20:21:08,870 - src.utils.logger - INFO - ==================================================
2025-02-20 20:21:08,870 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -25.82, Std: 89.54
2025-02-20 20:21:08,870 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.1118, Std: 0.0135
2025-02-20 20:21:08,871 - src.utils.logger - INFO - Action Distribution: {0: 0.395825, 1: 0.373075, 2: 0.15225, 3: 0.07885}
2025-02-20 20:21:08,871 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:21:08,871 - src.utils.logger - INFO - ==================================================
2025-02-20 20:21:11,875 - src.utils.logger - INFO - Episode 41/100 - Reward: 162.67 - Avg Loss: 0.1419 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:11,876 - src.utils.logger - INFO - Updated target network at episode 41
2025-02-20 20:21:14,875 - src.utils.logger - INFO - Episode 42/100 - Reward: -74.50 - Avg Loss: 0.1443 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:17,880 - src.utils.logger - INFO - Episode 43/100 - Reward: -128.18 - Avg Loss: 0.1083 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:20,883 - src.utils.logger - INFO - Episode 44/100 - Reward: -138.32 - Avg Loss: 0.1447 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:23,900 - src.utils.logger - INFO - Episode 45/100 - Reward: -59.52 - Avg Loss: 0.1181 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:26,889 - src.utils.logger - INFO - Episode 46/100 - Reward: -77.02 - Avg Loss: 0.0997 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:29,834 - src.utils.logger - INFO - Episode 47/100 - Reward: -55.22 - Avg Loss: 0.0745 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:33,200 - src.utils.logger - INFO - Episode 48/100 - Reward: -79.65 - Avg Loss: 0.1260 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:36,211 - src.utils.logger - INFO - Episode 49/100 - Reward: 163.97 - Avg Loss: 0.1017 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:39,230 - src.utils.logger - INFO - Episode 50/100 - Reward: -102.79 - Avg Loss: 0.1490 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:39,230 - src.utils.logger - INFO - ==================================================
2025-02-20 20:21:39,230 - src.utils.logger - INFO - Detailed Metrics at Episode 50
2025-02-20 20:21:39,230 - src.utils.logger - INFO - ==================================================
2025-02-20 20:21:39,231 - src.utils.logger - INFO - Last 10 Episodes - Reward Mean: -38.86, Std: 104.30
2025-02-20 20:21:39,231 - src.utils.logger - INFO - Last 10 Episodes - Loss Mean: 0.1208, Std: 0.0235
2025-02-20 20:21:39,231 - src.utils.logger - INFO - Action Distribution: {0: 0.36188, 1: 0.39466, 2: 0.17196, 3: 0.0715}
2025-02-20 20:21:39,231 - src.utils.logger - INFO - Current Epsilon: 0.0100
2025-02-20 20:21:39,231 - src.utils.logger - INFO - ==================================================
2025-02-20 20:21:39,235 - src.utils.logger - INFO - Saved model checkpoint to checkpoints/model_episode_50.pth
2025-02-20 20:21:42,260 - src.utils.logger - INFO - Starting main training process...
2025-02-20 20:21:42,260 - src.utils.logger - INFO - Starting training environment setup...
2025-02-20 20:21:42,261 - src.utils.logger - INFO - Loading data from CSV: attached_assets/export300.csv
2025-02-20 20:21:42,291 - src.utils.logger - INFO - Retrieved 2 threat patterns and 298 attack techniques
2025-02-20 20:21:42,291 - src.utils.logger - INFO - Processing CVE data...
2025-02-20 20:21:42,297 - src.utils.logger - INFO - Processing attack data...
2025-02-20 20:21:42,308 - src.utils.logger - INFO - Creating feature vector...
2025-02-20 20:21:42,312 - src.utils.logger - INFO - Feature vector dimension: 8
2025-02-20 20:21:42,313 - src.utils.logger - INFO - Initializing environment...
2025-02-20 20:21:42,313 - src.utils.logger - INFO - Initializing RL agent...
2025-02-20 20:21:43,094 - src.utils.logger - INFO - Training environment setup completed successfully
2025-02-20 20:21:43,095 - src.utils.logger - INFO - Beginning training loop with 100 episodes...
2025-02-20 20:21:46,949 - src.utils.logger - INFO - Episode 1/100 - Reward: -92.19 - Avg Loss: 0.0909 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:46,950 - src.utils.logger - INFO - Updated target network at episode 1
2025-02-20 20:21:50,093 - src.utils.logger - INFO - Episode 2/100 - Reward: -61.86 - Avg Loss: 0.0596 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:53,061 - src.utils.logger - INFO - Episode 3/100 - Reward: -81.04 - Avg Loss: 0.4443 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:21:58,034 - src.utils.logger - INFO - Starting main training process...
2025-02-20 20:21:58,035 - src.utils.logger - INFO - Starting training environment setup...
2025-02-20 20:21:58,035 - src.utils.logger - INFO - Loading data from CSV: attached_assets/export300.csv
2025-02-20 20:21:58,065 - src.utils.logger - INFO - Retrieved 2 threat patterns and 298 attack techniques
2025-02-20 20:21:58,065 - src.utils.logger - INFO - Processing CVE data...
2025-02-20 20:21:58,069 - src.utils.logger - INFO - Processing attack data...
